4.742623597	19.25377987	2.25	0	0	1	0	6	1
8.546844027	23.93072504	11	1	1	0	1	7	1
1.440998818	1.993426951	1.8	1	1	0	1.333333333	5	1
0.842906972	4.179035153	3.333333333	1	0	1	2	6	1
19.60970894	18.89054647	5	1	1	1	1.333333333	7	1
4.367304208	7.982966749	3.5	0	1	0	6	0	1
9.143516789	2.470724802	3	0	0	1	4	1	1
6.995017965	2.683888971	2.25	0	0	1	3	1	1
4.61947267	14.6843603	1.111111111	0	0	0	1	0	1
6.525165509	34.58264133	1.25	1	1	0	1	2	1
7.497165171	2.061356396	2.5	0	1	0	1	6	1
11.98117559	30.11803983	4	1	1	1	0.5	2	1
8.408876044	12.98376886	1.25	0	1	1	0	0	1
3.774046403	2.116037174	5	0	1	0	2	7	1
6.32665956	12.05596159	0.6	1	0	1	3	1	1
5.963730902	32.06441934	2.5	1	0	1	0	5	1
19.15725308	22.56604783	3	1	0	0	1	2	1
9.772885591	14.51222549	2.75	0	0	0	3	1	1
8.197800169	31.87115521	0.888888889	0	0	0	2	4	1
5.022376715	14.74007535	0.857142857	0	1	1	0.5	0	1
8.929736609	21.08345916	3	0	0	0	0.333333333	0	1
6.224357464	14.23648334	2.666666667	1	1	1	2	3	1
4.307762089	9.71915959	1.666666667	0	1	0	0	4	1
15.12055818	12.7080779	5	0	0	1	2	1	1
3.69546454	4.411082172	0.666666667	1	1	0	1.5	2	1
6.35393701	14.61241067	2	1	0	0	3	7	1
5.679458413	14.89571002	1.666666667	1	0	0	2	6	1
15.59943726	34.7166432	1	0	1	1	2	3	1
8.109547852	7.87767488	1.4	0	1	1	1.5	1	1
15.10598567	11.65629438	1	0	0	0	0	4	1
95.93211867	0.784112491	2.5	0	0	0	0.5	2	1
9.09599966	12.92708748	1.6	1	0	0	0.5	2	1
14.98855843	18.05576415	1	0	0	1	0	0	1
5.040113127	5.494577206	1.166666667	1	1	1	1	2	1
12.73694705	12.65026999	4	1	1	0	0.25	4	1
10.40959993	14.7362711	1	0	1	1	1	0	1
17.20827083	0.037383521	2.5	1	0	1	1	2	1
4.586671615	5.358032164	1.285714286	0	0	0	0	6	1
6.196446643	15.10320276	5.5	1	1	0	0	2	1
8.834034335	18.89263804	2	1	1	1	4	2	1
5.461361026	17.21717671	2	0	1	0	0	0	1
183.670572	0.597399835	0.833333333	0	1	1	1	4	1
110.5285274	0.454472897	2	0	0	1	4	2	1
511.6152282	4.786031814	5	0	1	0	1	4	1
8.563662124	19.81799533	1	1	1	1	2	5	1
8.377962345	8.240096208	1	0	1	1	3	0	1
10.34070583	2.671575618	6	1	1	0	0.5	2	1
9.527988377	16.32945268	4.5	0	0	0	0.5	2	1
13.24328401	18.85709993	1	1	1	1	0	0	1
3.757246709	21.45679289	1.6	1	0	1	0.5	2	1
7.355535061	13.23861314	1.5	1	0	1	1	2	1
39.58747181	0.677957087	1.6	0	0	1	4	6	1
3.946920344	7.320788628	2.25	1	0	1	4	2	1
5.951102095	9.834709131	1.2	1	0	0	0.5	0	1
7.06173664	1.451580767	2	1	1	0	1	0	1
7.7843389	3.845538685	0.666666667	1	0	0	4	4	1
12.54319055	10.44095139	0.714285714	1	0	1	1	1	1
7.232197543	9.275465477	5	0	1	0	4	6	1
0.74	0.81	0.56	0	1	1	0	0	0
1.48	0.99	1.5	1	1	1	0	0	0
1.21	0.75	0.4	1	1	1	0	0	0
1.81	0.75	3	1	1	1	0	0	0
1.63	1.53	0.5	1	1	1	0	0	0
0.96	0.93	0.25	1	1	1	0	0	0
1.74	0.94	0.5	1	1	1	0	0	0
0.67	1.02	0.67	1	1	1	0	0	0
0.67	1.5	1	1	1	1	0	0	0
1.74	0.92	0.33	1	1	1	0	0	0
0.82	1.3	0.2	1	1	1	0	0	0
1.24	1.31	1.2	0	1	1	0	0	0
1.13	1.21	0.43	1	1	1	0	0	0
0.75	0.91	2	1	1	1	0	0	0
1.6	1.19	1.67	1	1	1	0	0	0
0.72	1.65	0.2	1	1	1	0	0	0
1.82	0.72	0.25	1	1	1	0	0	0
1.09	0.77	1	1	1	1	0	0	0
1.84	1.13	0.75	1	1	1	0	0	0
1.55	1.63	1	1	1	1	0	0	0
0.78	1.28	2	1	1	1	0	0	0
1	0.82	0.6	1	1	1	0	0	0
0.93	1.12	1	1	1	1	0	0	0
0.71	0.87	0.67	1	1	1	0	0	0
0.82	1.04	0.43	1	1	1	0	0	0
1.19	1.15	0.43	1	1	1	1	0	0
0.7	1.5	1	1	1	1	0	0	0
0.69	0.77	0.5	1	1	1	0	0	0
0.73	0.94	0.4	1	1	1	0	0	0
1.45	1.51	0.33	1	1	1	0	0	0
0.92	1.32	0.33	1	1	1	0	0	0
0.96	1.1	0.6	1	1	1	0	0	0
1.16	0.69	0.33	1	1	1	0	0	0
0.82	0.78	0.25	1	1	1	0	0	0
1.73	1.23	0.5	1	1	1	0	0	0
1.24	0.94	1	1	1	1	0	0	0
1.64	0.7	0.25	1	1	1	0	0	0
1.54	1.32	0.33	1	0	1	0	0	0
1.02	0.81	2	1	1	1	0	0	0
0.7	1.25	0.67	1	1	1	0	0	0
0.77	1.93	0.33	1	1	1	0	0	0
1.22	0.83	0.33	1	1	1	0	0	0
1.02	1.56	0.43	1	1	1	0	0	0
1.14	0.78	0.43	1	1	1	0	0	0
0.78	0.85	0.63	1	1	1	0	0	0
1.52	0.97	0.6	1	1	1	0	0	0
0.98	0.69	0.5	1	1	1	0	0	0
0.82	1	0.33	1	1	1	0	0	0
1.79	1.44	1	1	1	1	0	0	0
1.22	0.87	1	1	1	1	0	0	0
0.76	1.01	1	0	1	1	0	0	0
1.08	1.68	0.5	1	1	1	0	0	0
1.65	1.7	0.67	1	1	1	0	0	0
0.95	1.42	0.33	1	1	1	0	0	0
0.87	0.91	0.33	1	1	1	0	0	0
0.87	0.74	1.2	1	1	1	0	0	0
1.74	0.95	0.5	1	1	1	0	0	0
1.56	0.84	1	1	1	1	0	0	0
1.73	1.15	1	1	1	1	0	0	0
0.7	1.02	0.6	1	1	1	0	0	0
0.77	0.8	1	1	1	1	0	0	0
0.68	0.97	0.67	1	1	1	0	0	0
0.93	1.54	0.33	1	1	1	0	0	0
0.7	1.78	1.5	1	1	1	0	0	0
1.04	0.91	3	1	1	1	0	0	0
1.39	1.38	3	1	1	1	0	0	0
1.19	1.07	1.5	1	1	1	0	0	0
1.78	1.7	0.4	1	1	1	0	0	0
1.58	1.12	1	1	1	1	0	0	0
1.86	0.88	0.6	1	1	1	0	0	0
1.03	0.73	2	1	1	1	0	0	0
0.77	0.85	0.43	1	1	1	0	0	0
0.78	0.98	0.43	1	1	1	0	0	0
1.3	1.64	3	1	1	1	0	1	0
1.18	1.36	0.2	1	1	1	0	0	0
1.7	0.73	0.5	1	1	1	0	0	0
1.63	0.71	0.5	1	0	1	0	0	0
1.81	0.75	0.43	1	1	1	0	0	0
0.71	1.12	0.4	1	1	1	0	0	0
0.97	0.68	0.5	1	0	1	0	0	0
0.67	1.01	0.56	1	1	1	0	0	0
1.66	0.96	3	1	1	1	0	0	0
1.11	1.06	1	1	1	1	0	0	0
1.21	1.01	1	1	1	1	0	0	0
1.02	1.76	0.63	1	1	1	0	0	0
0.76	0.88	1	1	0	1	0	0	0
0.99	0.72	0.43	1	1	1	0	0	0
0.73	0.93	1	1	1	1	0	0	0
1.2	1.6	0.5	1	1	1	0	0	0
1.93	0.72	0.5	1	1	1	0	0	0
1.67	0.75	2	0	1	1	0	0	0
0.95	1.14	0.5	1	1	1	0	0	0
0.69	1.02	1.5	1	1	1	0	0	0
1.03	1.34	0.67	1	1	1	0	0	0
0.81	1.05	0.25	1	1	1	0	0	0
1.51	1.17	1.5	1	1	1	0	0	0
1.77	0.96	0.33	1	1	1	0	0	0
0.89	1	3	1	1	1	0	0	0
1.46	1.94	0.2	1	1	1	0	0	0
1.46	1.72	0.5	1	1	1	0	0	0
1.6	0.82	0.25	1	1	1	0	0	0
0.68	0.68	1	1	1	1	0	0	0
0.84	0.87	0.5	1	1	1	0	0	0
1.3	1.17	2	1	1	1	0	0	0
1.89	0.98	1.5	1	1	1	0	0	0
1.02	0.74	0.25	1	1	1	0	0	0
1.22	0.74	0.5	1	1	1	0	0	0
0.9	1.1	1	1	1	1	0	0	0
1.54	1.31	0.6	1	1	1	0	1	0
0.89	0.84	0.5	1	1	1	0	0	0
1.8	1.22	0.5	1	1	1	0	0	0
1.65	0.92	2	1	1	1	0	0	0
0.67	0.9	1	1	1	1	0	0	0
1.62	0.92	1	1	1	1	0	0	0
1.63	1.36	0.33	1	1	1	0	0	0
1.99	0.99	0.33	1	1	1	0	0	0
0.83	0.89	0.2	1	1	1	0	0	0
1.65	0.94	2	1	1	1	0	0	0
1.62	0.86	0.71	1	1	1	0	0	0
0.98	0.74	0.33	1	1	1	0	0	0
1.22	0.75	1	1	1	1	0	0	0
1.53	0.95	1	1	1	1	0	0	0
0.97	1.33	0.25	1	1	1	0	0	0
1.91	0.8	1	1	1	1	0	0	0
0.71	0.78	0.67	1	1	1	0	0	0
